eu4_province;name;hoi4_state_id;hoi4_state_name;state_purity;hoi4_strategic_region_id;hoi4_strategic_region_name
79;West Westpaw;1294;West Westpaw;1.000000;387;Mercurian Mountains
80;West Westpaw;1294;West Westpaw;1.000000;387;Mercurian Mountains
81;West Westpaw;1294;West Westpaw;1.000000;387;Mercurian Mountains
82;West Westpaw;1294;West Westpaw;1.000000;387;Mercurian Mountains
83;West Westpaw;1294;West Westpaw;1.000000;387;Mercurian Mountains
84;West Westpaw;1294;West Westpaw;1.000000;387;Mercurian Mountains
85;West Westpaw;1294;West Westpaw;1.000000;387;Mercurian Mountains
86;West Westpaw;1294;West Westpaw;1.000000;387;Mercurian Mountains
87;West Westpaw;1294;West Westpaw;1.000000;387;Mercurian Mountains
88;South Ibrumore;280;South Ibrumore;1.000000;264;Western Flusiocean
89;South Ibrumore;280;South Ibrumore;1.000000;264;Western Flusiocean
90;East Infernum's Castle;4;East Infernum's Castle;1.000000;386;Great Grove Ridge
91;East Infernum's Castle;4;East Infernum's Castle;1.000000;386;Great Grove Ridge
92;East Infernum's Castle;4;East Infernum's Castle;1.000000;386;Great Grove Ridge
93;East Infernum's Castle;4;East Infernum's Castle;1.000000;386;Great Grove Ridge
94;East Infernum's Castle;4;East Infernum's Castle;1.000000;386;Great Grove Ridge
95;East Infernum's Castle;4;East Infernum's Castle;1.000000;386;Great Grove Ridge
96;East Infernum's Castle;4;East Infernum's Castle;1.000000;386;Great Grove Ridge
97;Near South Ibrumore;279;Near South Ibrumore;1.000000;264;Western Flusiocean
98;Near South Infernum's Castle;1298;Near South Infernum's Castle;1.000000;386;Great Grove Ridge
99;Near South Infernum's Castle;1298;Near South Infernum's Castle;1.000000;386;Great Grove Ridge
100;Near South Infernum's Castle;1298;Near South Infernum's Castle;1.000000;386;Great Grove Ridge
101;Pico;6;Pico;1.000000;263;Lux-Flupanian Waters
102;Pico;6;Pico;1.000000;263;Lux-Flupanian Waters
103;Zachokran;1293;Zachokran;1.000000;389;Zachodterenia
104;Near South Infernum's Castle;1298;Near South Infernum's Castle;1.000000;386;Great Grove Ridge
105;Mewsinki;8;Mewsinki;0.626898;6;Angilian Peninsula
106;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
107;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
108;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
109;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
110;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
111;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
112;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
113;Naturopolis;1303;Naturopolis;1.000000;385;Naturopolis Marshes
114;Naturopolis;1303;Naturopolis;1.000000;385;Naturopolis Marshes
115;Extremar;1066;Extremar;1.000000;294;Broukburn-Meagas
116;Extremar;1066;Extremar;1.000000;294;Broukburn-Meagas
117;Extremar;1066;Extremar;1.000000;294;Broukburn-Meagas
118;South Infernum's Castle;1301;South Infernum's Castle;1.000000;386;Great Grove Ridge
119;Western Broukburn;1067;Western Broukburn;1.000000;294;Broukburn-Meagas
120;Extremar;1066;Extremar;1.000000;294;Broukburn-Meagas
121;Extremar;1066;Extremar;1.000000;294;Broukburn-Meagas
122;Western Broukburn;1067;Western Broukburn;1.000000;294;Broukburn-Meagas
123;Western Broukburn;1067;Western Broukburn;1.000000;294;Broukburn-Meagas
124;Western Broukburn;1067;Western Broukburn;1.000000;294;Broukburn-Meagas
125;Western Broukburn;1067;Western Broukburn;1.000000;294;Broukburn-Meagas
126;Mewsinki;8;Mewsinki;0.728669;6;Angilian Peninsula
127;Zachokran;1293;Zachokran;1.000000;389;Zachodterenia
128;Zachokran;1293;Zachokran;1.000000;389;Zachodterenia
129;Zachokran;1293;Zachokran;1.000000;389;Zachodterenia
130;Zachokran;1293;Zachokran;1.000000;389;Zachodterenia
131;Krawedgory;1300;Krawedgory;1.000000;389;Zachodterenia
132;Kopawchagen;7;Kopawchagen;0.968599;6;Angilian Peninsula
133;Nordansicht;661;Nordansicht;0.723618;5;Meowemberg
134;Nordansicht;661;Nordansicht;0.970190;5;Meowemberg
135;Nordansicht;661;Nordansicht;1.000000;5;Meowemberg
136;Nordansicht;661;Nordansicht;0.997602;5;Meowemberg
137;Chattelin;14;Chattelin;0.994898;6;Angilian Peninsula
138;Stokoslat;1467;Stokoslat;0.997854;6;Angilian Peninsula
139;Chattelin;14;Chattelin;0.704082;6;Angilian Peninsula
140;Krawedgory;1300;Krawedgory;1.000000;389;Zachodterenia
141;Krawedgory;1300;Krawedgory;1.000000;389;Zachodterenia
142;Krawedgory;1300;Krawedgory;1.000000;389;Zachodterenia
143;Krawedgory;1300;Krawedgory;1.000000;389;Zachodterenia
144;Stawkholm;11;Stawkholm;0.542471;6;Angilian Peninsula
145;Western Pawldrininsel;12;Western Pawldrininsel;1.000000;126;Pawldrin Island
146;Eastern Pawldrinsel;668;Eastern Pawldrinsel;0.786017;126;Pawldrin Island
147;Eastern Pawldrinsel;668;Eastern Pawldrinsel;1.000000;126;Pawldrin Island
148;Chattelin;14;Chattelin;0.918280;6;Angilian Peninsula
149;Stokoslat;1467;Stokoslat;0.702643;6;Angilian Peninsula
150;Western Pawldrininsel;12;Western Pawldrininsel;1.000000;126;Pawldrin Island
151;Western Pawldrininsel;12;Western Pawldrininsel;0.558140;126;Pawldrin Island
152;Extremar;1066;Extremar;1.000000;294;Broukburn-Meagas
153;Extremar;1066;Extremar;1.000000;294;Broukburn-Meagas
154;Sodburn;9;Sodburn;1.000000;294;Broukburn-Meagas
155;Sodburn;9;Sodburn;1.000000;294;Broukburn-Meagas
156;Sodburn;9;Sodburn;1.000000;294;Broukburn-Meagas
157;Eastern Pawldrinsel;668;Eastern Pawldrinsel;1.000000;126;Pawldrin Island
158;Sodburn;9;Sodburn;1.000000;294;Broukburn-Meagas
159;Sodburn;9;Sodburn;1.000000;294;Broukburn-Meagas
160;Sodburn;9;Sodburn;1.000000;294;Broukburn-Meagas
161;Sodburn;9;Sodburn;1.000000;294;Broukburn-Meagas
162;Potkin;600;Potkin;1.000000;12;Pawmur-Clawtoust
163;Potkin;600;Potkin;1.000000;12;Pawmur-Clawtoust
164;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
165;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
166;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
167;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
168;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
169;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
170;Naturopolis;1303;Naturopolis;1.000000;385;Naturopolis Marshes
171;Naturopolis;1303;Naturopolis;1.000000;385;Naturopolis Marshes
172;Nordkatzrrhen;16;Nordkatzrrhen;1.000000;126;Pawldrin Island
173;Near West Westpaw;1302;Near West Westpaw;1.000000;385;Naturopolis Marshes
174;Near West Westpaw;1302;Near West Westpaw;1.000000;385;Naturopolis Marshes
175;Near West Westpaw;1302;Near West Westpaw;1.000000;385;Naturopolis Marshes
176;East Infernum's Castle;4;East Infernum's Castle;1.000000;386;Great Grove Ridge
177;Potkin;600;Potkin;1.000000;12;Pawmur-Clawtoust
178;Potkin;600;Potkin;1.000000;12;Pawmur-Clawtoust
179;Southern Pawldrinsel;667;Southern Pawldrinsel;1.000000;126;Pawldrin Island
180;Laurnsums Docks;17;Laurnsums Docks;1.000000;295;Central Laurandar
181;Qwydai;622;Qwydai;1.000000;125;Zuspriland
182;Qwydai;622;Qwydai;1.000000;125;Zuspriland
183;Qwydai;622;Qwydai;1.000000;125;Zuspriland
184;Qwydai;622;Qwydai;1.000000;125;Zuspriland
185;Wschobregi;1292;Wschobregi;1.000000;385;Naturopolis Marshes
186;Wschobregi;1292;Wschobregi;1.000000;385;Naturopolis Marshes
187;Wschobregi;1292;Wschobregi;1.000000;385;Naturopolis Marshes
188;Wschobregi;1292;Wschobregi;1.000000;385;Naturopolis Marshes
189;Western Pawldrininsel;12;Western Pawldrininsel;1.000000;126;Pawldrin Island
190;Laurnsums Docks;17;Laurnsums Docks;1.000000;295;Central Laurandar
191;Laurnsums Docks;17;Laurnsums Docks;1.000000;295;Central Laurandar
192;Centragorz;1314;Centragorz;1.000000;385;Naturopolis Marshes
193;Centragorz;1314;Centragorz;1.000000;385;Naturopolis Marshes
194;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
195;Krawedgory;1300;Krawedgory;1.000000;389;Zachodterenia
196;Krawedgory;1300;Krawedgory;1.000000;389;Zachodterenia
197;Wolfenstadt;662;Wolfenstadt;1.000000;5;Meowemberg
198;Wolfenstadt;662;Wolfenstadt;1.000000;5;Meowemberg
199;Tiplett;10;Tiplett;1.000000;294;Broukburn-Meagas
200;Tiplett;10;Tiplett;1.000000;294;Broukburn-Meagas
201;Tiplett;10;Tiplett;1.000000;294;Broukburn-Meagas
202;Tiplett;10;Tiplett;1.000000;294;Broukburn-Meagas
203;Tiplett;10;Tiplett;1.000000;294;Broukburn-Meagas
204;Tiplett;10;Tiplett;1.000000;294;Broukburn-Meagas
205;Tiplett;10;Tiplett;1.000000;294;Broukburn-Meagas
206;Felineheim;663;Felineheim;1.000000;10;Pawmalay
207;Qwydai;622;Qwydai;1.000000;125;Zuspriland
208;Qwydai;622;Qwydai;1.000000;125;Zuspriland
209;Qwydai;622;Qwydai;1.000000;125;Zuspriland
210;Qwydai;622;Qwydai;1.000000;125;Zuspriland
211;Qwydai;622;Qwydai;1.000000;125;Zuspriland
212;Qwydai;622;Qwydai;1.000000;125;Zuspriland
213;Qwydai;622;Qwydai;1.000000;125;Zuspriland
214;Sodburn;9;Sodburn;1.000000;294;Broukburn-Meagas
215;Sodburn;9;Sodburn;1.000000;294;Broukburn-Meagas
216;Sodburn;9;Sodburn;1.000000;294;Broukburn-Meagas
217;Sodburn;9;Sodburn;1.000000;294;Broukburn-Meagas
218;Sodburn;9;Sodburn;1.000000;294;Broukburn-Meagas
219;Naturopolis;1303;Naturopolis;1.000000;385;Naturopolis Marshes
220;Felineheim;663;Felineheim;1.000000;10;Pawmalay
221;Felineheim;663;Felineheim;1.000000;10;Pawmalay
222;Jhaoq;18;Jhaoq;1.000000;125;Zuspriland
223;Jhaoq;18;Jhaoq;1.000000;125;Zuspriland
224;Jhaoq;18;Jhaoq;1.000000;125;Zuspriland
225;Jhaoq;18;Jhaoq;1.000000;125;Zuspriland
226;Laurnsums Docks;17;Laurnsums Docks;1.000000;295;Central Laurandar
227;Laurnsums Docks;17;Laurnsums Docks;1.000000;295;Central Laurandar
228;Laurnsums Docks;17;Laurnsums Docks;1.000000;295;Central Laurandar
229;Laurnsums Docks;17;Laurnsums Docks;1.000000;295;Central Laurandar
230;Laurnsums Docks;17;Laurnsums Docks;1.000000;295;Central Laurandar
231;Laurnsums Docks;17;Laurnsums Docks;1.000000;295;Central Laurandar
232;Zachokran;1293;Zachokran;1.000000;389;Zachodterenia
233;Zachokran;1293;Zachokran;1.000000;389;Zachodterenia
234;Zachokran;1293;Zachokran;1.000000;389;Zachodterenia
235;Northkandle;466;Northkandle;1.000000;125;Zuspriland
236;Northkandle;466;Northkandle;1.000000;125;Zuspriland
237;Northkandle;466;Northkandle;1.000000;125;Zuspriland
238;Northkandle;466;Northkandle;1.000000;125;Zuspriland
239;Northkandle;466;Northkandle;1.000000;125;Zuspriland
240;Meagas;1072;Meagas;1.000000;294;Broukburn-Meagas
241;Meagas;1072;Meagas;1.000000;294;Broukburn-Meagas
242;Meagas;1072;Meagas;1.000000;294;Broukburn-Meagas
243;Meagas;1072;Meagas;1.000000;294;Broukburn-Meagas
244;Meagas;1072;Meagas;1.000000;294;Broukburn-Meagas
245;Meagas;1072;Meagas;1.000000;294;Broukburn-Meagas
246;Meagas;1072;Meagas;1.000000;294;Broukburn-Meagas
247;Near West Westpaw;1302;Near West Westpaw;1.000000;385;Naturopolis Marshes
248;Near West Westpaw;1302;Near West Westpaw;1.000000;385;Naturopolis Marshes
249;Near West Westpaw;1302;Near West Westpaw;1.000000;385;Naturopolis Marshes
250;Near West Westpaw;1302;Near West Westpaw;0.991266;385;Naturopolis Marshes
251;Near West Westpaw;1302;Near West Westpaw;1.000000;385;Naturopolis Marshes
252;Near West Westpaw;1302;Near West Westpaw;0.784114;385;Naturopolis Marshes
253;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
254;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
255;Laurnsums Docks;17;Laurnsums Docks;1.000000;295;Central Laurandar
256;Laurnsums Docks;17;Laurnsums Docks;1.000000;295;Central Laurandar
257;Potkin;600;Potkin;1.000000;12;Pawmur-Clawtoust
258;Jhaoq;18;Jhaoq;1.000000;125;Zuspriland
259;Jhaoq;18;Jhaoq;1.000000;125;Zuspriland
260;Jhaoq;18;Jhaoq;1.000000;125;Zuspriland
261;Jhaoq;18;Jhaoq;0.880886;125;Zuspriland
262;Centragorz;1314;Centragorz;1.000000;385;Naturopolis Marshes
263;Centragorz;1314;Centragorz;0.908451;385;Naturopolis Marshes
264;Centragorz;1314;Centragorz;1.000000;385;Naturopolis Marshes
265;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
266;Duzygaj;1296;Duzygaj;1.000000;389;Zachodterenia
267;Duzygaj;1296;Duzygaj;1.000000;389;Zachodterenia
268;Duzygaj;1296;Duzygaj;1.000000;389;Zachodterenia
269;Duzygaj;1296;Duzygaj;1.000000;389;Zachodterenia
270;Duzygaj;1296;Duzygaj;1.000000;389;Zachodterenia
271;Duzygaj;1296;Duzygaj;1.000000;389;Zachodterenia
272;Duzygaj;1296;Duzygaj;1.000000;389;Zachodterenia
273;Duzygaj;1296;Duzygaj;1.000000;389;Zachodterenia
274;Felineheim;663;Felineheim;0.594142;10;Pawmalay
275;Tyukland;620;Tyukland;1.000000;125;Zuspriland
276;Tyukland;620;Tyukland;1.000000;125;Zuspriland
277;Wolfenstadt;662;Wolfenstadt;1.000000;5;Meowemberg
278;Yarnfelde;665;Yarnfelde;1.000000;10;Pawmalay
279;Pawmur;15;Pawmur;1.000000;12;Pawmur-Clawtoust
280;Pawmur;1465;Pawmur;0.646870;12;Pawmur-Clawtoust
281;Pawmur;15;Pawmur;0.847059;12;Pawmur-Clawtoust
282;Meoneva;20;Meoneva;1.000000;49;Mediamus
283;Meoneva;20;Meoneva;1.000000;49;Mediamus
284;Meoneva;20;Meoneva;1.000000;49;Mediamus
285;Meoneva;20;Meoneva;1.000000;49;Mediamus
286;Meoneva;20;Meoneva;1.000000;49;Mediamus
287;Empayre;468;Empayre;1.000000;125;Zuspriland
288;Empayre;468;Empayre;1.000000;125;Zuspriland
289;Empayre;468;Empayre;1.000000;125;Zuspriland
290;Sodburn;9;Sodburn;1.000000;294;Broukburn-Meagas
291;Pawmur;15;Pawmur;1.000000;12;Pawmur-Clawtoust
292;Northkandle;466;Northkandle;0.990354;125;Zuspriland
293;Tyukland;620;Tyukland;1.000000;125;Zuspriland
294;Tyukland;620;Tyukland;1.000000;125;Zuspriland
295;Tyukland;620;Tyukland;0.975395;125;Zuspriland
296;Duzygaj;1296;Duzygaj;1.000000;389;Zachodterenia
297;Chantaw;660;Chantaw;1.000000;4;Tarrakis
298;Chantaw;660;Chantaw;1.000000;4;Tarrakis
299;Chantaw;660;Chantaw;1.000000;4;Tarrakis
300;Chantaw;660;Chantaw;1.000000;4;Tarrakis
301;Pawmalay;19;Pawmalay;1.000000;10;Pawmalay
302;Pawmalay;19;Pawmalay;1.000000;10;Pawmalay
303;Ostland;22;Ostland;1.000000;50;Islakatz
304;Ostland;22;Ostland;1.000000;50;Islakatz
305;Tyukland;620;Tyukland;1.000000;125;Zuspriland
306;Tyukland;620;Tyukland;1.000000;125;Zuspriland
307;Sodandar;1078;Sodandar;1.000000;294;Broukburn-Meagas
308;Sodandar;1078;Sodandar;1.000000;294;Broukburn-Meagas
309;Sodandar;1078;Sodandar;1.000000;294;Broukburn-Meagas
310;Sodandar;1078;Sodandar;1.000000;294;Broukburn-Meagas
311;Sodandar;1078;Sodandar;1.000000;294;Broukburn-Meagas
312;Sodandar;1078;Sodandar;1.000000;294;Broukburn-Meagas
313;Sodandar;1078;Sodandar;1.000000;294;Broukburn-Meagas
314;Sodandar;1078;Sodandar;1.000000;294;Broukburn-Meagas
315;Sodandar;1078;Sodandar;1.000000;294;Broukburn-Meagas
316;Sodandar;1078;Sodandar;1.000000;294;Broukburn-Meagas
317;Sodandar;1078;Sodandar;1.000000;294;Broukburn-Meagas
318;Sodandar;1078;Sodandar;1.000000;294;Broukburn-Meagas
319;Sodandar;1078;Sodandar;1.000000;294;Broukburn-Meagas
320;Chantaw;660;Chantaw;1.000000;4;Tarrakis
321;Wschobregi;1292;Wschobregi;1.000000;385;Naturopolis Marshes
322;Wschobregi;1292;Wschobregi;1.000000;385;Naturopolis Marshes
323;Wschobregi;1292;Wschobregi;1.000000;385;Naturopolis Marshes
324;Meowenberg;13;Meowenberg;1.000000;5;Meowemberg
325;Meowenberg;13;Meowenberg;1.000000;5;Meowemberg
326;Yarnfelde;665;Yarnfelde;1.000000;10;Pawmalay
327;Yarnfelde;665;Yarnfelde;1.000000;10;Pawmalay
328;Meowenberg;13;Meowenberg;1.000000;5;Meowemberg
329;Pawmalay;19;Pawmalay;1.000000;10;Pawmalay
330;Pawmalay;19;Pawmalay;1.000000;10;Pawmalay
331;Pawmur;1465;Pawmur;1.000000;12;Pawmur-Clawtoust
332;Islakatz;24;Islakatz;1.000000;50;Islakatz
333;Islakatz;24;Islakatz;1.000000;50;Islakatz
334;Ibrumopolis;469;Ibrumopolis;1.000000;295;Central Laurandar
335;Ibrumopolis;469;Ibrumopolis;1.000000;295;Central Laurandar
336;Ibrumopolis;469;Ibrumopolis;1.000000;295;Central Laurandar
337;Ibrumopolis;469;Ibrumopolis;1.000000;295;Central Laurandar
338;Ibrumopolis;469;Ibrumopolis;1.000000;295;Central Laurandar
339;Meowenberg;13;Meowenberg;1.000000;5;Meowemberg
340;Meowenberg;13;Meowenberg;1.000000;5;Meowemberg
341;Atarbuhl;375;Atarbuhl;1.000000;10;Pawmalay
342;Meoneva;20;Meoneva;1.000000;49;Mediamus
343;Far West Westpaw;1295;Far West Westpaw;1.000000;267;Lake Mercurr
344;Far West Westpaw;1295;Far West Westpaw;0.992481;267;Lake Mercurr
345;Broukburn;467;Broukburn;1.000000;294;Broukburn-Meagas
346;Atarbuhl;375;Atarbuhl;1.000000;10;Pawmalay
347;Kibbleshaven;1458;Kibbleshaven;0.736364;12;Pawmur-Clawtoust
348;Atarbuhl;375;Atarbuhl;0.973856;10;Pawmalay
349;Rosestadt;570;Rosestadt;1.000000;49;Mediamus
350;Ibrumore;26;Ibrumore;1.000000;280;Ibrumore
351;Ibrumore;26;Ibrumore;1.000000;280;Ibrumore
352;Ibrumore;26;Ibrumore;1.000000;280;Ibrumore
353;Ibrumore;26;Ibrumore;1.000000;280;Ibrumore
354;Ibrumore;26;Ibrumore;1.000000;280;Ibrumore
355;Laurnsums Docks;17;Laurnsums Docks;1.000000;295;Central Laurandar
356;Rosestadt;570;Rosestadt;1.000000;49;Mediamus
357;Rosestadt;570;Rosestadt;1.000000;49;Mediamus
358;Rosestadt;570;Rosestadt;1.000000;49;Mediamus
359;Near West Westpaw;1302;Near West Westpaw;1.000000;385;Naturopolis Marshes
360;Empayre;468;Empayre;1.000000;125;Zuspriland
361;Empayre;468;Empayre;1.000000;125;Zuspriland
362;Empayre;468;Empayre;1.000000;125;Zuspriland
363;Empayre;468;Empayre;1.000000;125;Zuspriland
364;Far West Westpaw;1295;Far West Westpaw;1.000000;267;Lake Mercurr
365;Far West Westpaw;1295;Far West Westpaw;1.000000;267;Lake Mercurr
366;Far West Westpaw;1295;Far West Westpaw;1.000000;267;Lake Mercurr
367;Far West Westpaw;1295;Far West Westpaw;1.000000;267;Lake Mercurr
368;Far West Westpaw;1295;Far West Westpaw;1.000000;267;Lake Mercurr
369;Sodandar;1078;Sodandar;1.000000;294;Broukburn-Meagas
370;Felinesiedlung;664;Felinesiedlung;1.000000;10;Pawmalay
371;Felinesiedlung;664;Felinesiedlung;1.000000;10;Pawmalay
372;Felinesiedlung;664;Felinesiedlung;1.000000;10;Pawmalay
373;Felinesiedlung;664;Felinesiedlung;1.000000;10;Pawmalay
374;Tarrakis;21;Tarrakis;1.000000;4;Tarrakis
375;Tarrakis;21;Tarrakis;1.000000;4;Tarrakis
376;Tyukland;620;Tyukland;1.000000;125;Zuspriland
377;Tyukland;620;Tyukland;1.000000;125;Zuspriland
378;Zuspaw;621;Zuspaw;0.993103;125;Zuspriland
379;Zuspaw;621;Zuspaw;1.000000;125;Zuspriland
380;Zuspaw;621;Zuspaw;1.000000;125;Zuspriland
381;Zuspaw;621;Zuspaw;1.000000;125;Zuspriland
382;Central Zuspriland;625;Central Zuspriland;1.000000;125;Zuspriland
383;Central Zuspriland;625;Central Zuspriland;1.000000;125;Zuspriland
384;Yarnfelde;665;Yarnfelde;1.000000;10;Pawmalay
385;Far West Westpaw;1295;Far West Westpaw;1.000000;267;Lake Mercurr
386;Meowenberg;13;Meowenberg;0.877246;5;Meowemberg
387;Mewbert;27;Mewbert;1.000000;2;Greater Katown
388;Pawmalay;19;Pawmalay;1.000000;10;Pawmalay
389;Podomia;1077;Podomia;1.000000;295;Central Laurandar
390;Podomia;1077;Podomia;1.000000;295;Central Laurandar
391;Podomia;1077;Podomia;1.000000;295;Central Laurandar
392;Podomia;1077;Podomia;1.000000;295;Central Laurandar
393;Podomia;1077;Podomia;1.000000;295;Central Laurandar
