province_id;kind;terrain_index;terrain_category
230;land;1;hills
231;land;1;hills
232;land;1;hills
233;land;255;woods
234;land;255;woods
235;land;255;woods
236;land;1;hills
237;land;1;hills
238;land;1;hills
239;land;1;hills
240;land;1;hills
241;land;0;grasslands
242;land;0;grasslands
243;land;0;grasslands
244;land;0;grasslands
245;land;0;grasslands
246;land;0;grasslands
247;land;0;grasslands
248;land;0;grasslands
249;land;0;grasslands
250;land;0;grasslands
251;land;0;grasslands
252;land;0;grasslands
253;land;0;grasslands
254;land;6;mountain
255;land;6;mountain
256;land;0;grasslands
257;land;0;grasslands
258;land;1;hills
259;land;6;mountain
260;land;6;mountain
261;land;6;mountain
262;land;6;mountain
263;land;255;woods
264;land;255;woods
265;land;255;woods
266;land;0;grasslands
267;land;255;woods
268;land;255;woods
269;land;255;woods
270;land;255;woods
271;land;255;woods
272;land;255;woods
273;land;255;woods
274;land;255;woods
275;land;12;forest
276;land;1;hills
277;land;1;hills
278;land;12;forest
279;land;1;hills
280;land;6;mountain
281;land;6;mountain
282;land;6;mountain
283;land;12;forest
284;land;12;forest
285;land;12;forest
286;land;12;forest
287;land;12;forest
288;land;1;hills
289;land;1;hills
290;land;1;hills
291;land;6;mountain
292;land;1;hills
293;land;6;mountain
294;land;255;woods
295;land;255;woods
296;land;255;woods
297;land;12;forest
298;land;0;grasslands
299;land;0;grasslands
300;land;0;grasslands
301;land;0;grasslands
302;land;0;grasslands
303;land;12;forest
304;land;12;forest
305;land;255;woods
306;land;255;woods
307;land;12;forest
308;land;12;forest
309;land;0;grasslands
310;land;0;grasslands
311;land;0;grasslands
312;land;0;grasslands
313;land;0;grasslands
314;land;0;grasslands
315;land;0;grasslands
316;land;0;grasslands
317;land;0;grasslands
318;land;0;grasslands
319;land;0;grasslands
320;land;0;grasslands
321;land;0;grasslands
322;land;1;hills
323;land;0;grasslands
324;land;0;grasslands
325;land;0;grasslands
326;land;0;grasslands
327;land;0;grasslands
328;land;0;grasslands
329;land;0;grasslands
330;land;1;hills
331;land;6;mountain
332;land;6;mountain
333;land;1;hills
334;land;6;mountain
335;land;6;mountain
336;land;0;grasslands
337;land;0;grasslands
338;land;0;grasslands
339;land;0;grasslands
340;land;0;grasslands
341;land;0;grasslands
342;land;0;grasslands
343;land;12;forest
344;land;6;mountain
345;land;255;woods
346;land;255;woods
347;land;1;hills
348;land;6;mountain
349;land;6;mountain
350;land;6;mountain
351;land;12;forest
352;land;0;grasslands
353;land;0;grasslands
354;land;0;grasslands
355;land;0;grasslands
356;land;0;grasslands
357;land;0;grasslands
358;land;6;mountain
359;land;6;mountain
360;land;6;mountain
361;land;1;hills
362;land;0;grasslands
363;land;0;grasslands
364;land;0;grasslands
365;land;0;grasslands
366;land;12;forest
367;land;12;forest
368;land;12;forest
369;land;12;forest
370;land;12;forest
371;land;1;hills
372;land;0;grasslands
373;land;0;grasslands
374;land;0;grasslands
375;land;0;grasslands
376;land;1;hills
377;land;1;hills
378;land;9;marsh
379;land;9;marsh
380;land;0;grasslands
381;land;0;grasslands
382;land;0;grasslands
383;land;0;grasslands
384;land;1;hills
385;land;1;hills
386;land;10;farmlands
387;land;0;grasslands
388;land;10;farmlands
389;land;10;farmlands
390;land;6;mountain
391;land;0;grasslands
392;land;0;grasslands
393;land;0;grasslands
394;land;0;grasslands
395;land;0;grasslands
396;land;0;grasslands
397;land;0;grasslands
398;land;1;hills
399;land;1;hills
400;land;1;hills
401;land;1;hills
402;land;0;grasslands
403;land;0;grasslands
404;land;9;marsh
405;land;0;grasslands
406;land;0;grasslands
407;land;0;grasslands
408;land;0;grasslands
409;land;0;grasslands
410;land;0;grasslands
411;land;0;grasslands
412;land;0;grasslands
413;land;0;grasslands
414;land;0;grasslands
415;land;6;mountain
416;land;0;grasslands
417;land;0;grasslands
418;land;6;mountain
419;land;12;forest
420;land;1;hills
421;land;0;grasslands
422;land;0;grasslands
423;land;255;woods
424;land;255;woods
425;land;12;forest
426;land;6;mountain
427;land;10;farmlands
428;land;0;grasslands
429;land;0;grasslands
430;land;0;grasslands
431;land;9;marsh
432;land;9;marsh
433;land;6;mountain
434;land;0;grasslands
435;land;0;grasslands
436;land;6;mountain
437;land;6;mountain
438;land;6;mountain
439;land;6;mountain
440;land;6;mountain
441;land;6;mountain
442;land;255;woods
443;land;12;forest
444;land;6;mountain
445;land;6;mountain
446;land;6;mountain
447;land;6;mountain
448;land;255;woods
449;land;255;woods
450;land;1;hills
451;land;1;hills
452;land;1;hills
453;land;1;hills
454;land;1;hills
455;land;1;hills
456;land;1;hills
457;land;1;hills
458;land;1;hills
459;land;1;hills
460;land;1;hills
461;land;1;hills
462;land;1;hills
463;land;6;mountain
464;land;12;forest
465;land;0;grasslands
466;land;6;mountain
467;land;0;grasslands
468;land;1;hills
469;land;1;hills
470;land;1;hills
471;land;0;grasslands
472;land;0;grasslands
473;land;0;grasslands
474;land;1;hills
475;land;0;grasslands
476;land;10;farmlands
477;land;0;grasslands
478;land;1;hills
479;land;1;hills
480;land;1;hills
481;land;1;hills
482;land;1;hills
483;land;1;hills
484;land;1;hills
485;land;1;hills
486;land;1;hills
487;land;9;marsh
488;land;0;grasslands
489;land;0;grasslands
490;land;0;grasslands
491;land;0;grasslands
492;land;0;grasslands
493;land;254;jungle
494;land;6;mountain
495;land;6;mountain
496;land;1;hills
497;land;0;grasslands
498;land;0;grasslands
499;land;0;grasslands
500;land;0;grasslands
501;land;0;grasslands
502;land;0;grasslands
503;land;0;grasslands
504;land;0;grasslands
505;land;9;marsh
506;land;255;woods
507;land;255;woods
508;land;255;woods
509;land;10;farmlands
510;land;10;farmlands
511;land;1;hills
512;land;1;hills
513;land;1;hills
514;land;6;mountain
515;land;255;woods
516;land;255;woods
517;land;255;woods
518;land;255;woods
519;land;255;woods
520;land;255;woods
521;land;12;forest
522;land;6;mountain
523;land;6;mountain
524;land;255;woods
525;land;255;woods
526;land;255;woods
527;land;0;grasslands
528;land;1;hills
529;land;1;hills
530;land;254;jungle
531;land;0;grasslands
532;land;10;farmlands
533;land;10;farmlands
534;land;0;grasslands
535;land;0;grasslands
536;land;0;grasslands
537;land;0;grasslands
538;land;0;grasslands
539;land;0;grasslands
540;land;0;grasslands
541;land;0;grasslands
542;land;0;grasslands
543;land;0;grasslands
544;land;0;grasslands
545;land;0;grasslands
546;land;0;grasslands
547;land;0;grasslands
548;land;0;grasslands
549;land;0;grasslands
550;land;10;farmlands
551;land;10;farmlands
552;land;10;farmlands
553;land;1;hills
554;land;1;hills
555;land;1;hills
556;land;12;forest
557;land;12;forest
558;land;12;forest
559;land;0;grasslands
560;land;0;grasslands
561;land;0;grasslands
562;land;0;grasslands
563;land;0;grasslands
564;land;0;grasslands
565;land;0;grasslands
566;land;0;grasslands
567;land;6;mountain
568;land;255;woods
569;land;255;woods
570;land;1;hills
571;land;0;grasslands
572;land;0;grasslands
573;land;0;grasslands
574;land;0;grasslands
575;land;0;grasslands
576;land;0;grasslands
577;land;1;hills
578;land;10;farmlands
579;land;0;grasslands
580;land;0;grasslands
581;land;6;mountain
582;land;0;grasslands
583;land;1;hills
584;land;6;mountain
585;land;0;grasslands
586;land;0;grasslands
587;land;0;grasslands
588;land;0;grasslands
589;land;0;grasslands
590;land;0;grasslands
591;land;0;grasslands
592;land;0;grasslands
593;land;0;grasslands
594;land;0;grasslands
595;land;0;grasslands
596;land;0;grasslands
597;land;0;grasslands
598;land;0;grasslands
599;land;0;grasslands
600;land;0;grasslands
601;land;0;grasslands
602;land;0;grasslands
603;land;0;grasslands
604;land;9;marsh
605;land;9;marsh
606;land;9;marsh
607;land;1;hills
608;land;1;hills
609;land;1;hills
610;land;1;hills
611;land;1;hills
612;land;255;woods
613;land;0;grasslands
614;land;0;grasslands
615;land;12;forest
616;land;12;forest
617;land;12;forest
618;land;1;hills
619;land;12;forest
620;land;12;forest
621;land;10;farmlands
622;land;12;forest
623;land;12;forest
624;land;12;forest
625;land;12;forest
626;land;12;forest
627;land;10;farmlands
628;land;10;farmlands
629;land;1;hills
630;land;6;mountain
631;land;0;grasslands
632;land;0;grasslands
633;land;1;hills
634;land;1;hills
635;land;12;forest
636;land;12;forest
637;land;1;hills
638;land;1;hills
639;land;1;hills
640;land;1;hills
641;land;10;farmlands
642;land;12;forest
643;land;12;forest
644;land;10;farmlands
645;land;6;mountain
646;land;6;mountain
647;land;6;mountain
648;land;0;grasslands
649;land;0;grasslands
650;land;1;hills
651;land;0;grasslands
652;land;0;grasslands
653;land;0;grasslands
654;land;0;grasslands
655;land;0;grasslands
656;land;255;woods
657;land;255;woods
658;land;0;grasslands
659;land;0;grasslands
660;land;0;grasslands
661;land;0;grasslands
662;land;0;grasslands
663;land;0;grasslands
664;land;0;grasslands
665;land;0;grasslands
666;land;0;grasslands
667;land;0;grasslands
668;land;255;woods
669;land;255;woods
670;land;255;woods
671;land;255;woods
672;land;10;farmlands
673;land;255;woods
674;land;0;grasslands
675;land;0;grasslands
676;land;0;grasslands
677;land;10;farmlands
678;land;9;marsh
679;land;255;woods
680;land;0;grasslands
681;land;0;grasslands
682;land;0;grasslands
683;land;12;forest
684;land;12;forest
685;land;9;marsh
686;land;9;marsh
687;land;0;grasslands
688;land;0;grasslands
689;land;1;hills
690;land;1;hills
691;land;1;hills
692;land;0;grasslands
693;land;0;grasslands
694;land;0;grasslands
695;land;10;farmlands
696;land;1;hills
697;land;6;mountain
698;land;10;farmlands
699;land;0;grasslands
700;land;6;mountain
701;land;255;woods
702;land;255;woods
703;land;1;hills
704;land;9;marsh
705;land;0;grasslands
706;land;0;grasslands
707;land;10;farmlands
708;land;12;forest
709;land;12;forest
710;land;12;forest
711;land;12;forest
712;land;1;hills
713;land;1;hills
714;land;1;hills
715;land;1;hills
716;land;255;woods
717;land;12;forest
718;land;12;forest
719;land;1;hills
720;land;0;grasslands
721;land;0;grasslands
722;land;0;grasslands
723;land;1;hills
724;land;6;mountain
725;land;0;grasslands
726;land;0;grasslands
727;land;0;grasslands
728;land;0;grasslands
729;land;0;grasslands
730;land;0;grasslands
731;land;9;marsh
732;land;1;hills
733;land;6;mountain
734;land;6;mountain
735;land;6;mountain
736;land;0;grasslands
737;land;0;grasslands
738;land;0;grasslands
739;land;0;grasslands
740;land;0;grasslands
741;land;0;grasslands
742;land;0;grasslands
743;land;9;marsh
744;land;9;marsh
745;land;9;marsh
746;land;12;forest
747;land;1;hills
748;land;1;hills
749;land;255;woods
750;land;255;woods
751;land;255;woods
752;land;255;woods
753;land;255;woods
754;land;255;woods
755;land;255;woods
756;land;0;grasslands
757;land;0;grasslands
758;land;0;grasslands
759;land;0;grasslands
760;land;6;mountain
761;land;6;mountain
762;land;255;woods
763;land;1;hills
764;land;0;grasslands
765;land;0;grasslands
766;land;0;grasslands
767;land;0;grasslands
768;land;0;grasslands
769;land;9;marsh
770;land;12;forest
771;land;12;forest
772;land;12;forest
773;land;12;forest
774;land;12;forest
775;land;12;forest
776;land;12;forest
777;land;0;grasslands
778;land;0;grasslands
779;land;0;grasslands
780;land;0;grasslands
781;land;6;mountain
782;land;6;mountain
783;land;6;mountain
784;land;6;mountain
785;land;6;mountain
786;land;1;hills
787;land;1;hills
788;land;0;grasslands
789;land;0;grasslands
790;land;0;grasslands
791;land;0;grasslands
792;land;12;forest
793;land;12;forest
794;land;12;forest
795;land;255;woods
796;land;6;mountain
797;land;10;farmlands
798;land;6;mountain
799;land;6;mountain
800;land;9;marsh
801;land;9;marsh
802;land;1;hills
803;land;1;hills
804;land;255;woods
805;land;0;grasslands
806;land;0;grasslands
807;land;0;grasslands
808;land;12;forest
809;land;12;forest
810;land;1;hills
811;land;1;hills
812;land;0;grasslands
813;land;0;grasslands
814;land;0;grasslands
815;land;0;grasslands
816;land;0;grasslands
817;land;6;mountain
818;land;12;forest
819;land;1;hills
820;land;1;hills
821;land;255;woods
822;land;0;grasslands
823;land;0;grasslands
824;land;0;grasslands
825;land;0;grasslands
826;land;6;mountain
827;land;0;grasslands
828;land;0;grasslands
829;land;0;grasslands
830;land;0;grasslands
831;land;0;grasslands
832;land;0;grasslands
833;land;0;grasslands
834;land;12;forest
835;land;12;forest
836;land;12;forest
837;land;1;hills
838;land;255;woods
839;land;255;woods
840;land;255;woods
841;land;6;mountain
842;land;6;mountain
843;land;6;mountain
844;land;255;woods
845;land;6;mountain
846;land;6;mountain
847;land;6;mountain
848;land;0;grasslands
849;land;0;grasslands
850;land;0;grasslands
851;land;0;grasslands
852;land;255;woods
853;land;1;hills
854;land;1;hills
855;land;6;mountain
856;land;0;grasslands
857;land;0;grasslands
858;land;0;grasslands
859;land;0;grasslands
860;land;0;grasslands
861;land;0;grasslands
862;land;12;forest
863;land;12;forest
864;land;12;forest
865;land;12;forest
866;land;12;forest
867;land;1;hills
868;land;1;hills
869;land;1;hills
870;land;1;hills
871;land;0;grasslands
872;land;255;woods
873;land;255;woods
874;land;6;mountain
875;land;1;hills
876;land;1;hills
877;land;1;hills
878;land;1;hills
879;land;1;hills
880;land;12;forest
881;land;1;hills
882;land;1;hills
883;land;1;hills
884;land;0;grasslands
885;land;6;mountain
886;land;255;woods
887;land;1;hills
888;land;1;hills
889;land;0;grasslands
890;land;0;grasslands
891;land;0;grasslands
892;land;0;grasslands
893;land;255;woods
894;land;1;hills
895;land;6;mountain
896;land;6;mountain
897;land;12;forest
898;land;12;forest
899;land;1;hills
900;land;0;grasslands
901;land;0;grasslands
902;land;0;grasslands
903;land;0;grasslands
904;land;255;woods
905;land;255;woods
906;land;12;forest
907;land;12;forest
908;land;12;forest
909;land;255;woods
910;land;255;woods
911;land;255;woods
912;land;255;woods
913;land;255;woods
914;land;9;marsh
915;land;255;woods
916;land;6;mountain
917;land;6;mountain
918;land;6;mountain
919;land;6;mountain
920;land;0;grasslands
921;land;9;marsh
922;land;9;marsh
923;land;255;woods
924;land;255;woods
925;land;255;woods
926;land;255;woods
927;land;255;woods
928;land;255;woods
929;land;12;forest
930;land;12;forest
931;land;12;forest
932;land;12;forest
933;land;0;grasslands
934;land;0;grasslands
935;land;12;forest
936;land;255;woods
937;land;9;marsh
938;land;1;hills
939;land;1;hills
940;land;1;hills
941;land;6;mountain
942;land;12;forest
943;land;9;marsh
944;land;1;hills
945;land;1;hills
946;land;1;hills
947;land;6;mountain
948;land;6;mountain
949;land;255;woods
950;land;255;woods
951;land;0;grasslands
952;land;0;grasslands
953;land;0;grasslands
954;land;6;mountain
955;land;6;mountain
956;land;9;marsh
957;land;9;marsh
958;land;255;woods
959;land;255;woods
960;land;255;woods
961;land;255;woods
962;land;255;woods
963;land;0;grasslands
964;land;0;grasslands
965;land;0;grasslands
966;land;0;grasslands
967;land;12;forest
968;land;0;grasslands
969;land;0;grasslands
970;land;1;hills
971;land;12;forest
972;land;12;forest
973;land;12;forest
974;land;255;woods
975;land;0;grasslands
976;land;0;grasslands
977;land;0;grasslands
978;land;6;mountain
979;land;6;mountain
980;land;6;mountain
981;land;12;forest
982;land;12;forest
983;land;0;grasslands
984;land;255;woods
985;land;1;hills
986;land;0;grasslands
987;land;1;hills
988;land;0;grasslands
989;land;0;grasslands
990;land;6;mountain
991;land;255;woods
992;land;0;grasslands
993;land;0;grasslands
994;land;0;grasslands
995;land;0;grasslands
996;land;0;grasslands
997;land;0;grasslands
998;land;0;grasslands
999;land;0;grasslands
1000;land;0;grasslands
1001;land;1;hills
1002;land;1;hills
1003;land;12;forest
1004;land;1;hills
1005;land;1;hills
1006;land;1;hills
1007;land;1;hills
1008;land;1;hills
1009;land;1;hills
1010;land;255;woods
1011;land;0;grasslands
1012;land;0;grasslands
1013;land;0;grasslands
1014;land;0;grasslands
1015;land;6;mountain
1016;land;12;forest
1017;land;12;forest
1018;land;12;forest
1019;land;12;forest
1020;land;12;forest
1021;land;12;forest
1022;land;1;hills
1023;land;255;woods
1024;land;255;woods
1025;land;255;woods
1026;land;0;grasslands
1027;land;0;grasslands
1028;land;0;grasslands
1029;land;1;hills
1030;land;6;mountain
1031;land;6;mountain
1032;land;9;marsh
1033;land;9;marsh
1034;land;9;marsh
1035;land;9;marsh
1036;land;12;forest
1037;land;12;forest
1038;land;12;forest
1039;land;1;hills
1040;land;255;woods
1041;land;0;grasslands
1042;land;0;grasslands
1043;land;0;grasslands
1044;land;0;grasslands
1045;land;1;hills
1046;land;1;hills
1047;land;1;hills
1048;land;12;forest
1049;land;6;mountain
1050;land;1;hills
1051;land;1;hills
1052;land;1;hills
1053;land;6;mountain
1054;land;6;mountain
1055;land;6;mountain
1056;land;6;mountain
1057;land;1;hills
1058;land;6;mountain
1059;land;0;grasslands
1060;land;0;grasslands
1061;land;255;woods
1062;land;12;forest
1063;land;12;forest
1064;land;1;hills
1065;land;1;hills
1066;land;6;mountain
1067;land;1;hills
1068;land;12;forest
1069;land;12;forest
1070;land;12;forest
1071;land;255;woods
1072;land;255;woods
1073;land;255;woods
1074;land;255;woods
1075;land;1;hills
1076;land;0;grasslands
1077;land;0;grasslands
1078;land;0;grasslands
1079;land;0;grasslands
1080;land;255;woods
1081;land;255;woods
1082;land;255;woods
1083;land;255;woods
1084;land;6;mountain
1085;land;0;grasslands
1086;land;1;hills
1087;land;1;hills
1088;land;1;hills
1089;land;0;grasslands
1090;land;10;farmlands
1091;land;9;marsh
1092;land;9;marsh
1093;land;1;hills
1094;land;1;hills
1095;land;1;hills
1096;land;1;hills
1097;land;1;hills
1098;land;0;grasslands
1099;land;1;hills
1100;land;9;marsh
1101;land;9;marsh
1102;land;9;marsh
1103;land;0;grasslands
1104;land;0;grasslands
1105;land;1;hills
1106;land;1;hills
1107;land;255;woods
1108;land;1;hills
1109;land;1;hills
1110;land;12;forest
1111;land;12;forest
1112;land;12;forest
1113;land;12;forest
1114;land;1;hills
1115;land;1;hills
1116;land;0;grasslands
1117;land;0;grasslands
1118;land;0;grasslands
1119;land;0;grasslands
1120;land;6;mountain
1121;land;12;forest
1122;land;9;marsh
1123;land;9;marsh
1124;land;9;marsh
1125;land;9;marsh
1126;land;254;jungle
1127;land;254;jungle
1128;land;254;jungle
1129;land;12;forest
1130;land;6;mountain
1131;land;1;hills
1132;land;1;hills
1133;land;1;hills
1134;land;1;hills
1135;land;12;forest
1136;land;12;forest
1137;land;0;grasslands
1138;land;0;grasslands
1139;land;0;grasslands
1140;land;0;grasslands
1141;land;6;mountain
1142;land;6;mountain
1143;land;6;mountain
1144;land;6;mountain
1145;land;6;mountain
1146;land;6;mountain
1147;land;6;mountain
1148;land;0;grasslands
1149;land;0;grasslands
1150;land;255;woods
1151;land;0;grasslands
1152;land;0;grasslands
1153;land;0;grasslands
1154;land;1;hills
1155;land;1;hills
1156;land;1;hills
1157;land;1;hills
1158;land;6;mountain
1159;land;1;hills
1160;land;0;grasslands
1161;land;0;grasslands
1162;land;0;grasslands
1163;land;9;marsh
1164;land;9;marsh
1165;land;9;marsh
1166;land;9;marsh
1167;land;9;marsh
1168;land;0;grasslands
1169;land;0;grasslands
1170;land;6;mountain
1171;land;0;grasslands
1172;land;1;hills
1173;land;1;hills
1174;land;1;hills
1175;land;1;hills
1176;land;0;grasslands
1177;land;0;grasslands
1178;land;0;grasslands
1179;land;0;grasslands
1180;land;0;grasslands
1181;land;6;mountain
1182;land;1;hills
1183;land;1;hills
1184;land;1;hills
1185;land;1;hills
1186;land;255;woods
1187;land;255;woods
1188;land;255;woods
1189;land;255;woods
1190;land;6;mountain
1191;land;0;grasslands
1192;land;0;grasslands
1193;land;0;grasslands
1194;land;0;grasslands
1195;land;1;hills
1196;land;6;mountain
1197;land;6;mountain
1198;land;255;woods
1199;land;0;grasslands
1200;land;0;grasslands
1201;land;6;mountain
1202;land;6;mountain
1203;land;255;woods
1204;land;255;woods
1205;land;1;hills
1206;land;1;hills
1207;land;1;hills
1208;land;1;hills
1209;land;1;hills
1210;land;1;hills
1211;land;1;hills
1212;land;1;hills
1213;land;1;hills
1214;land;1;hills
1215;land;1;hills
1216;land;6;mountain
1217;land;1;hills
1218;land;12;forest
1219;land;12;forest
1220;land;1;hills
1221;land;1;hills
1222;land;6;mountain
1223;land;254;jungle
1224;land;254;jungle
1225;land;254;jungle
1226;land;255;woods
1227;land;1;hills
1228;land;1;hills
1229;land;9;marsh
1230;land;9;marsh
1231;land;9;marsh
1232;land;1;hills
1233;land;0;grasslands
1234;land;0;grasslands
1235;land;0;grasslands
1236;land;0;grasslands
1237;land;0;grasslands
1238;land;6;mountain
1239;land;9;marsh
1240;land;9;marsh
1241;land;12;forest
1242;land;0;grasslands
1243;land;0;grasslands
1244;land;0;grasslands
1245;land;0;grasslands
1246;land;6;mountain
1247;land;254;jungle
1248;land;254;jungle
1249;land;254;jungle
1250;land;12;forest
1251;land;6;mountain
1252;land;6;mountain
1253;land;9;marsh
1254;land;255;woods
1255;land;6;mountain
1256;land;12;forest
1257;land;6;mountain
1258;land;6;mountain
1259;land;6;mountain
1260;land;254;jungle
1261;land;20;savannah
1262;land;20;savannah
1263;land;10;farmlands
1264;land;9;marsh
1265;land;9;marsh
1266;land;12;forest
1267;land;3;desert
1268;land;3;desert
1269;land;255;woods
1270;land;255;woods
1271;land;255;woods
1272;land;6;mountain
1273;land;9;marsh
1274;land;0;grasslands
1275;land;0;grasslands
1276;land;0;grasslands
1277;land;0;grasslands
1278;land;0;grasslands
1279;land;0;grasslands
1280;land;1;hills
1281;land;6;mountain
1282;land;6;mountain
1283;land;255;woods
1284;land;255;woods
1285;land;255;woods
1286;land;6;mountain
1287;land;1;hills
1288;land;12;forest
1289;land;20;savannah
1290;land;0;grasslands
1291;land;0;grasslands
1292;land;0;grasslands
1293;land;1;hills
1294;land;1;hills
1295;land;255;woods
1296;land;255;woods
1297;land;255;woods
1298;land;255;woods
1299;land;255;woods
1300;land;255;woods
1301;land;0;grasslands
1302;land;0;grasslands
1303;land;0;grasslands
1304;land;0;grasslands
1305;land;0;grasslands
1306;land;1;hills
1307;land;1;hills
1308;land;20;savannah
1309;land;20;savannah
1310;land;20;savannah
1311;land;20;savannah
1312;land;1;hills
1313;land;1;hills
1314;land;1;hills
1315;land;6;mountain
1316;land;6;mountain
1317;land;6;mountain
1318;land;6;mountain
1319;land;255;woods
1320;land;255;woods
1321;land;255;woods
1322;land;3;desert
1323;land;3;desert
1324;land;3;desert
1325;land;3;desert
1326;land;3;desert
1327;land;1;hills
1328;land;20;savannah
1329;land;12;forest
1330;land;12;forest
1331;land;12;forest
1332;land;12;forest
1333;land;12;forest
1334;land;9;marsh
1335;land;9;marsh
1336;land;9;marsh
1337;land;9;marsh
1338;land;1;hills
1339;land;1;hills
1340;land;6;mountain
1341;land;6;mountain
1342;land;6;mountain
1343;land;1;hills
1344;land;20;savannah
1345;land;20;savannah
1346;land;0;grasslands
1347;land;0;grasslands
1348;land;10;farmlands
1349;land;10;farmlands
1350;land;6;mountain
1351;land;1;hills
1352;land;0;grasslands
1353;land;0;grasslands
1354;land;0;grasslands
1355;land;0;grasslands
1356;land;0;grasslands
1357;land;0;grasslands
1358;land;0;grasslands
1359;land;0;grasslands
1360;land;0;grasslands
1361;land;0;grasslands
1362;land;6;mountain
1363;land;6;mountain
1364;land;6;mountain
1365;land;254;jungle
1366;land;254;jungle
1367;land;254;jungle
1368;land;254;jungle
1369;land;254;jungle
1370;land;1;hills
1371;land;0;grasslands
1372;land;0;grasslands
1373;land;0;grasslands
